0.040000	0.196864
0.080000	0.190641
0.120000	0.181429
0.160000	0.169372
0.200000	0.154660
0.240000	0.137522
0.280000	0.118228
0.320000	0.097080
0.360000	0.074410
0.400000	0.050573
0.440000	0.025943
0.480000	0.000907
0.520000	-0.024144
0.560000	-0.048816
0.600000	-0.072723
0.640000	-0.095490
0.680000	-0.116759
0.720000	-0.136197
0.760000	-0.153500
0.800000	-0.168396
0.840000	-0.180652
0.880000	-0.190075
0.920000	-0.196517
0.960000	-0.199878
1.000000	-0.200105
1.040000	-0.197195
1.080000	-0.191192
1.120000	-0.182192
1.160000	-0.170334
1.200000	-0.155806
1.240000	-0.138835
1.280000	-0.119687
1.320000	-0.098662
1.360000	-0.076090
1.400000	-0.052326
1.440000	-0.027740
1.480000	-0.002720
1.520000	0.022343
1.560000	0.047056
1.600000	0.071031
1.640000	0.093892
1.680000	0.115280
1.720000	0.134862
1.760000	0.152328
1.800000	0.167406
1.840000	0.179860
1.880000	0.189492
1.920000	0.196154
1.960000	0.199740
2.000000	0.200194
2.040000	0.197509
2.080000	0.191727
2.120000	0.182939
2.160000	0.171283
2.200000	0.156940
2.240000	0.140137
2.280000	0.121136
2.320000	0.100236
2.360000	0.077765
2.400000	0.054074
2.440000	0.029535
2.480000	0.004533
2.520000	-0.020540
2.560000	-0.045291
2.600000	-0.069332
2.640000	-0.092286
2.680000	-0.113793
2.720000	-0.133515
2.760000	-0.151144
2.800000	-0.166403
2.840000	-0.179053
2.880000	-0.188895
2.920000	-0.195775
2.960000	-0.199586
3.000000	-0.200267
3.040000	-0.197808
3.080000	-0.192247
3.120000	-0.183672
3.160000	-0.172217
3.200000	-0.158061
3.240000	-0.141427
3.280000	-0.122576
3.320000	-0.101802
3.360000	-0.079433
3.400000	-0.055818
3.440000	-0.031327
3.480000	-0.006345
3.520000	0.018736
3.560000	0.043523
3.600000	0.067628
3.640000	0.090673
3.680000	0.112295
3.720000	0.132157
3.760000	0.149947
3.800000	0.165386
3.840000	0.178231
3.880000	0.188282
3.920000	0.195380
3.960000	0.199415
4.000000	0.200323
4.040000	0.198090
4.080000	0.192751
4.120000	0.184390
4.160000	0.173137
4.200000	0.159169
4.240000	0.142706
4.280000	0.124005
4.320000	0.103360
4.360000	0.081094
4.400000	0.057557
4.440000	0.033117
4.480000	0.008158
4.520000	-0.016930
4.560000	-0.041751
4.600000	-0.065918
4.640000	-0.089052
4.680000	-0.110789
4.720000	-0.130789
4.760000	-0.148738
4.800000	-0.164355
4.840000	-0.177395
4.880000	-0.187653
4.920000	-0.194969
4.960000	-0.199228
5.000000	-0.200363
5.040000	-0.198356
5.080000	-0.193239
5.120000	-0.185092
5.160000	-0.174043
5.200000	-0.160265
5.240000	-0.143973
5.280000	-0.125425
5.320000	-0.104909
5.360000	-0.082749
5.400000	-0.059291
5.440000	-0.034904
5.480000	-0.009969
5.520000	0.015122
5.560000	0.039976
5.600000	0.064203
5.640000	0.087424
5.680000	0.109273
5.720000	0.129410
5.760000	0.147517
5.800000	0.163311
5.840000	0.176544
5.880000	0.187009
5.920000	0.194542
5.960000	0.199024
6.000000	0.200386
6.040000	0.198606
6.080000	0.193711
6.120000	0.185779
6.160000	0.174934
6.200000	0.161347
6.240000	0.145229
6.280000	0.126834
6.320000	0.106450
6.360000	0.084397
6.400000	0.061021
6.440000	0.036688
6.480000	0.011780
6.520000	-0.013313
6.560000	-0.038198
6.600000	-0.062483
6.640000	-0.085789
6.680000	-0.107749
6.720000	-0.128020
6.760000	-0.146283
6.800000	-0.162253
6.840000	-0.175679
6.880000	-0.186350
6.920000	-0.194099
6.960000	-0.198805
7.000000	-0.200393
7.040000	-0.198839
7.080000	-0.194168
7.120000	-0.186452
7.160000	-0.175812
7.200000	-0.162415
7.240000	-0.146472
7.280000	-0.128232
7.320000	-0.107982
7.360000	-0.086038
7.400000	-0.062746
7.440000	-0.038469
7.480000	-0.013589
7.520000	0.011504
7.560000	0.036416
7.600000	0.060758
7.640000	0.084146
7.680000	0.106216
7.720000	0.126620
7.760000	0.145038
7.800000	0.161183
7.840000	0.174799
7.880000	0.185676
7.920000	0.193640
7.960000	0.198569
8.000000	0.200384
8.040000	0.199057
8.080000	0.194608
8.120000	0.187108
8.160000	0.176675
8.200000	0.163471
8.240000	0.147704
8.280000	0.129621
8.320000	0.109505
8.360000	0.087672
8.400000	0.064465
8.440000	0.040247
8.480000	0.015398
8.520000	-0.009693
8.560000	-0.034632
8.600000	-0.059027
8.640000	-0.082497
8.680000	-0.104674
8.720000	-0.125209
8.760000	-0.143781
8.800000	-0.160099
8.840000	-0.173906
8.880000	-0.184986
8.920000	-0.193166
8.960000	-0.198317
9.000000	-0.200358
9.040000	-0.199257
9.080000	-0.195033
9.120000	-0.187750
9.160000	-0.177523
9.200000	-0.164513
9.240000	-0.148923
9.280000	-0.130998
9.320000	-0.111019
9.360000	-0.089299
9.400000	-0.066179
9.440000	-0.042022
9.480000	-0.017205
9.520000	0.007881
9.560000	0.032844
9.600000	0.057292
9.640000	0.080841
9.680000	0.103123
9.720000	0.123788
9.760000	0.142512
9.800000	0.159001
9.840000	0.172998
9.880000	0.184281
9.920000	0.192675
9.960000	0.198048
10.000000	0.200316
