0.040000	-0.078400
0.080000	-0.156800
0.120000	-0.233971
0.160000	-0.308683
0.200000	-0.379726
0.240000	-0.445929
0.280000	-0.506179
0.320000	-0.559436
0.360000	-0.604756
0.400000	-0.641304
0.440000	-0.668369
0.480000	-0.685379
0.520000	-0.691909
0.560000	-0.687692
0.600000	-0.672626
0.640000	-0.646777
0.680000	-0.610382
0.720000	-0.563844
0.760000	-0.507736
0.800000	-0.442787
0.840000	-0.369877
0.880000	-0.290024
0.920000	-0.204371
0.960000	-0.114170
1.000000	-0.020765
1.040000	0.074430
1.080000	0.169951
1.120000	0.264305
1.160000	0.355994
1.200000	0.443539
1.240000	0.525501
1.280000	0.600509
1.320000	0.667277
1.360000	0.724630
1.400000	0.771519
1.440000	0.807046
1.480000	0.830475
1.520000	0.841251
1.560000	0.839004
1.600000	0.823566
1.640000	0.794973
1.680000	0.753467
1.720000	0.699495
1.760000	0.633709
1.800000	0.556954
1.840000	0.470264
1.880000	0.374840
1.920000	0.272042
1.960000	0.163367
2.000000	0.050426
2.040000	-0.065076
2.080000	-0.181369
2.120000	-0.296641
2.160000	-0.409070
2.200000	-0.516847
2.240000	-0.618211
2.280000	-0.711470
2.320000	-0.795035
2.360000	-0.867445
2.400000	-0.927388
2.440000	-0.973730
2.480000	-1.005531
2.520000	-1.022063
2.560000	-1.022829
2.600000	-1.007568
2.640000	-0.976270
2.680000	-0.929173
2.720000	-0.866768
2.760000	-0.789794
2.800000	-0.699229
2.840000	-0.596280
2.880000	-0.482367
2.920000	-0.359104
2.960000	-0.228278
3.000000	-0.091821
3.040000	0.048216
3.080000	0.189692
3.120000	0.330412
3.160000	0.468158
3.200000	0.600722
3.240000	0.725947
3.280000	0.841751
3.320000	0.946174
3.360000	1.037397
3.400000	1.113784
3.440000	1.173905
3.480000	1.216562
3.520000	1.240812
3.560000	1.245986
3.600000	1.231705
3.640000	1.197886
3.680000	1.144754
3.720000	1.072839
3.760000	0.982975
3.800000	0.876288
3.840000	0.754189
3.880000	0.618349
3.920000	0.470684
3.960000	0.313322
4.000000	0.148581
4.040000	-0.021073
4.080000	-0.193058
4.120000	-0.364711
4.160000	-0.533338
4.200000	-0.696246
4.240000	-0.850791
4.280000	-0.994419
4.320000	-1.124707
4.360000	-1.239402
4.400000	-1.336462
4.440000	-1.414087
4.480000	-1.470758
4.520000	-1.505255
4.560000	-1.516691
4.600000	-1.504524
4.640000	-1.468576
4.680000	-1.409037
4.720000	-1.326470
4.760000	-1.221810
4.800000	-1.096351
4.840000	-0.951734
4.880000	-0.789926
4.920000	-0.613194
4.960000	-0.424077
5.000000	-0.225345
5.040000	-0.019963
5.080000	0.188952
5.120000	0.398180
5.160000	0.604445
5.200000	0.804467
5.240000	0.995011
5.280000	1.172941
5.320000	1.335269
5.360000	1.479206
5.400000	1.602206
5.440000	1.702011
5.480000	1.776694
5.520000	1.824690
5.560000	1.844827
5.600000	1.836353
5.640000	1.798952
5.680000	1.732757
5.720000	1.638354
5.760000	1.516782
5.800000	1.369520
5.840000	1.198475
5.880000	1.005956
5.920000	0.794645
5.960000	0.567561
6.000000	0.328017
6.040000	0.079573
6.080000	-0.174014
6.120000	-0.428849
6.160000	-0.680955
6.200000	-0.926337
6.240000	-1.161041
6.280000	-1.381221
6.320000	-1.583195
6.360000	-1.763512
6.400000	-1.919005
6.440000	-2.046845
6.480000	-2.144595
6.520000	-2.210251
6.560000	-2.242280
6.600000	-2.239652
6.640000	-2.201865
6.680000	-2.128960
6.720000	-2.021530
6.760000	-1.880718
6.800000	-1.708209
6.840000	-1.506209
6.880000	-1.277425
6.920000	-1.025024
6.960000	-0.752592
7.000000	-0.464088
7.040000	-0.163784
7.080000	0.143797
7.120000	0.453947
7.160000	0.761842
7.200000	1.062618
7.240000	1.351450
7.280000	1.623619
7.320000	1.874598
7.360000	2.100118
7.400000	2.296244
7.440000	2.459441
7.480000	2.586633
7.520000	2.675260
7.560000	2.723330
7.600000	2.729451
7.640000	2.692870
7.680000	2.613491
7.720000	2.491889
7.760000	2.329306
7.800000	2.127651
7.840000	1.889473
7.880000	1.617933
7.920000	1.316766
7.960000	0.990229
8.000000	0.643046
8.040000	0.280336
8.080000	-0.092457
8.120000	-0.469645
8.160000	-0.845384
8.200000	-1.213759
8.240000	-1.568878
8.280000	-1.904966
8.320000	-2.216453
8.360000	-2.498071
8.400000	-2.744934
8.440000	-2.952628
8.480000	-3.117282
8.520000	-3.235638
8.560000	-3.305115
8.600000	-3.323857
8.640000	-3.290775
8.680000	-3.205575
8.720000	-3.068776
8.760000	-2.881713
8.800000	-2.646532
8.840000	-2.366165
8.880000	-2.044301
8.920000	-1.685336
8.960000	-1.294316
9.000000	-0.876870
9.040000	-0.439128
9.080000	0.012362
9.120000	0.470738
9.160000	0.928920
9.200000	1.379721
9.240000	1.815956
9.280000	2.230558
9.320000	2.616685
9.360000	2.967837
9.400000	3.277960
9.440000	3.541547
9.480000	3.753735
9.520000	3.910392
9.560000	4.008190
9.600000	4.044674
9.640000	4.018309
9.680000	3.928523
9.720000	3.775731
9.760000	3.561339
9.800000	3.287744
9.840000	2.958307
9.880000	2.577318
9.920000	2.149943
9.960000	1.682155
10.000000	1.180657
